"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 08 12:20:31 IST 2023","Wed Nov 08 12:20:43 IST 2023","11585","","Test the APIs with cypress","","","","APIs should be available",""
